name,value,category
isStarted,Fiber,dynamic_method
isSuspended,Fiber,dynamic_method
isRunning,Fiber,dynamic_method
isTerminated,Fiber,dynamic_method
getReturn,Fiber,dynamic_method
getCurrent,Fiber,static_method
suspend,Fiber,static_method
FiberError,,class
__construct,FiberError,dynamic_method
getMessage,FiberError,dynamic_method
getCode,FiberError,dynamic_method
getFile,FiberError,dynamic_method
getLine,FiberError,dynamic_method
getTrace,FiberError,dynamic_method
getPrevious,FiberError,dynamic_method
getTraceAsString,FiberError,dynamic_method
stdClass,,class
DateTime,,class
__construct,DateTime,dynamic_method
createFromImmutable,DateTime,static_method
createFromInterface,DateTime,static_method
createFromFormat,DateTime,static_method
createFromTimestamp,DateTime,static_method
getLastErrors,DateTime,static_method
format,DateTime,dynamic_method
modify,DateTime,dynamic_method
add,DateTime,dynamic_method
sub,DateTime,dynamic_method
getTimezone,DateTime,dynamic_method
setTimezone,DateTime,dynamic_method
getOffset,DateTime,dynamic_method
getMicrosecond,DateTime,dynamic_method
setTime,DateTime,dynamic_method
setDate,DateTime,dynamic_method
setISODate,DateTime,dynamic_method
setTimestamp,DateTime,dynamic_method
setMicrosecond,DateTime,dynamic_method
getTimestamp,DateTime,dynamic_method
diff,DateTime,dynamic_method
DateTimeImmutable,,class
__construct,DateTimeImmutable,dynamic_method
createFromFormat,DateTimeImmutable,static_method
createFromTimestamp,DateTimeImmutable,static_method
getLastErrors,DateTimeImmutable,static_method
format,DateTimeImmutable,dynamic_method
getTimezone,DateTimeImmutable,dynamic_method
getOffset,DateTimeImmutable,dynamic_method
getTimestamp,DateTimeImmutable,dynamic_method
getMicrosecond,DateTimeImmutable,dynamic_method
diff,DateTimeImmutable,dynamic_method
modify,DateTimeImmutable,dynamic_method
add,DateTimeImmutable,dynamic_method
sub,DateTimeImmutable,dynamic_method
setTimezone,DateTimeImmutable,dynamic_method
setTime,DateTimeImmutable,dynamic_method
setDate,DateTimeImmutable,dynamic_method
setISODate,DateTimeImmutable,dynamic_method
setTimestamp,DateTimeImmutable,dynamic_method
setMicrosecond,DateTimeImmutable,dynamic_method
createFromMutable,DateTimeImmutable,static_method
createFromInterface,DateTimeImmutable,static_method
DateTimeZone,,class
__construct,DateTimeZone,dynamic_method
getName,DateTimeZone,dynamic_method
getOffset,DateTimeZone,dynamic_method
getTransitions,DateTimeZone,dynamic_method
getLocation,DateTimeZone,dynamic_method
listAbbreviations,DateTimeZone,static_method
listIdentifiers,DateTimeZone,static_method
DateInterval,,class
__construct,DateInterval,dynamic_method
createFromDateString,DateInterval,static_method
format,DateInterval,dynamic_method
DatePeriod,,class
createFromISO8601String,DatePeriod,static_method
__construct,DatePeriod,dynamic_method
getStartDate,DatePeriod,dynamic_method
getEndDate,DatePeriod,dynamic_method
getDateInterval,DatePeriod,dynamic_method
getRecurrences,DatePeriod,dynamic_method
getIterator,DatePeriod,dynamic_method
DateError,,class
__construct,DateError,dynamic_method
getMessage,DateError,dynamic_method
getCode,DateError,dynamic_method
getFile,DateError,dynamic_method
getLine,DateError,dynamic_method
getTrace,DateError,dynamic_method
getPrevious,DateError,dynamic_method
getTraceAsString,DateError,dynamic_method
DateObjectError,,class
__construct,DateObjectError,dynamic_method
getMessage,DateObjectError,dynamic_method
getCode,DateObjectError,dynamic_method
getFile,DateObjectError,dynamic_method
getLine,DateObjectError,dynamic_method
getTrace,DateObjectError,dynamic_method
getPrevious,DateObjectError,dynamic_method
getTraceAsString,DateObjectError,dynamic_method
DateRangeError,,class
__construct,DateRangeError,dynamic_method
getMessage,DateRangeError,dynamic_method
getCode,DateRangeError,dynamic_method
getFile,DateRangeError,dynamic_method
getLine,DateRangeError,dynamic_method
getTrace,DateRangeError,dynamic_method
getPrevious,DateRangeError,dynamic_method
getTraceAsString,DateRangeError,dynamic_method
DateException,,class
__construct,DateException,dynamic_method
getMessage,DateException,dynamic_method
getCode,DateException,dynamic_method
getFile,DateException,dynamic_method
getLine,DateException,dynamic_method
getTrace,DateException,dynamic_method
getPrevious,DateException,dynamic_method
getTraceAsString,DateException,dynamic_method
DateInvalidTimeZoneException,,class
__construct,DateInvalidTimeZoneException,dynamic_method
getMessage,DateInvalidTimeZoneException,dynamic_method
getCode,DateInvalidTimeZoneException,dynamic_method
getFile,DateInvalidTimeZoneException,dynamic_method
getLine,DateInvalidTimeZoneException,dynamic_method
getTrace,DateInvalidTimeZoneException,dynamic_method
getPrevious,DateInvalidTimeZoneException,dynamic_method
getTraceAsString,DateInvalidTimeZoneException,dynamic_method
DateInvalidOperationException,,class
__construct,DateInvalidOperationException,dynamic_method
getMessage,DateInvalidOperationException,dynamic_method
getCode,DateInvalidOperationException,dynamic_method
getFile,DateInvalidOperationException,dynamic_method
getLine,DateInvalidOperationException,dynamic_method
getTrace,DateInvalidOperationException,dynamic_method
getPrevious,DateInvalidOperationException,dynamic_method
getTraceAsString,DateInvalidOperationException,dynamic_method
DateMalformedStringException,,class
__construct,DateMalformedStringException,dynamic_method
getMessage,DateMalformedStringException,dynamic_method
getCode,DateMalformedStringException,dynamic_method
getFile,DateMalformedStringException,dynamic_method
getLine,DateMalformedStringException,dynamic_method
getTrace,DateMalformedStringException,dynamic_method
getPrevious,DateMalformedStringException,dynamic_method
getTraceAsString,DateMalformedStringException,dynamic_method
DateMalformedIntervalStringException,,class
__construct,DateMalformedIntervalStringException,dynamic_method
getMessage,DateMalformedIntervalStringException,dynamic_method
getCode,DateMalformedIntervalStringException,dynamic_method
getFile,DateMalformedIntervalStringException,dynamic_method
getLine,DateMalformedIntervalStringException,dynamic_method
getTrace,DateMalformedIntervalStringException,dynamic_method
getPrevious,DateMalformedIntervalStringException,dynamic_method
getTraceAsString,DateMalformedIntervalStringException,dynamic_method
DateMalformedPeriodStringException,,class
__construct,DateMalformedPeriodStringException,dynamic_method
getMessage,DateMalformedPeriodStringException,dynamic_method
getCode,DateMalformedPeriodStringException,dynamic_method
getFile,DateMalformedPeriodStringException,dynamic_method
getLine,DateMalformedPeriodStringException,dynamic_method
getTrace,DateMalformedPeriodStringException,dynamic_method
getPrevious,DateMalformedPeriodStringException,dynamic_method
getTraceAsString,DateMalformedPeriodStringException,dynamic_method
LibXMLError,,class
OpenSSLCertificate,,class
OpenSSLCertificateSigningRequest,,class
OpenSSLAsymmetricKey,,class
SQLite3Exception,,class
__construct,SQLite3Exception,dynamic_method
getMessage,SQLite3Exception,dynamic_method
getCode,SQLite3Exception,dynamic_method
getFile,SQLite3Exception,dynamic_method
getLine,SQLite3Exception,dynamic_method
getTrace,SQLite3Exception,dynamic_method
getPrevious,SQLite3Exception,dynamic_method
getTraceAsString,SQLite3Exception,dynamic_method
SQLite3,,class
__construct,SQLite3,dynamic_method
open,SQLite3,dynamic_method
close,SQLite3,dynamic_method
version,SQLite3,static_method
lastInsertRowID,SQLite3,dynamic_method
lastErrorCode,SQLite3,dynamic_method
lastExtendedErrorCode,SQLite3,dynamic_method
lastErrorMsg,SQLite3,dynamic_method
changes,SQLite3,dynamic_method
busyTimeout,SQLite3,dynamic_method
loadExtension,SQLite3,dynamic_method
backup,SQLite3,dynamic_method
escapeString,SQLite3,static_method
prepare,SQLite3,dynamic_method
exec,SQLite3,dynamic_method
query,SQLite3,dynamic_method
querySingle,SQLite3,dynamic_method
createFunction,SQLite3,dynamic_method
createAggregate,SQLite3,dynamic_method
createCollation,SQLite3,dynamic_method
openBlob,SQLite3,dynamic_method
enableExceptions,SQLite3,dynamic_method
enableExtendedResultCodes,SQLite3,dynamic_method
setAuthorizer,SQLite3,dynamic_method
SQLite3Stmt,,class
bindParam,SQLite3Stmt,dynamic_method
bindValue,SQLite3Stmt,dynamic_method
clear,SQLite3Stmt,dynamic_method
close,SQLite3Stmt,dynamic_method
execute,SQLite3Stmt,dynamic_method
getSQL,SQLite3Stmt,dynamic_method
paramCount,SQLite3Stmt,dynamic_method
readOnly,SQLite3Stmt,dynamic_method
reset,SQLite3Stmt,dynamic_method
SQLite3Result,,class
numColumns,SQLite3Result,dynamic_method
columnName,SQLite3Result,dynamic_method
columnType,SQLite3Result,dynamic_method
fetchArray,SQLite3Result,dynamic_method
reset,SQLite3Result,dynamic_method
finalize,SQLite3Result,dynamic_method
InflateContext,,class
DeflateContext,,class
BcMath\Number,,class
__construct,BcMath\Number,dynamic_method
add,BcMath\Number,dynamic_method
sub,BcMath\Number,dynamic_method
mul,BcMath\Number,dynamic_method
div,BcMath\Number,dynamic_method
mod,BcMath\Number,dynamic_method
divmod,BcMath\Number,dynamic_method
powmod,BcMath\Number,dynamic_method
pow,BcMath\Number,dynamic_method
sqrt,BcMath\Number,dynamic_method
floor,BcMath\Number,dynamic_method
ceil,BcMath\Number,dynamic_method
round,BcMath\Number,dynamic_method
compare,BcMath\Number,dynamic_method
CurlHandle,,class
CurlMultiHandle,,class
CurlShareHandle,,class
CURLFile,,class
__construct,CURLFile,dynamic_method
getFilename,CURLFile,dynamic_method
getMimeType,CURLFile,dynamic_method
getPostFilename,CURLFile,dynamic_method
setMimeType,CURLFile,dynamic_method
setPostFilename,CURLFile,dynamic_method
CURLStringFile,,class
__construct,CURLStringFile,dynamic_method
Dba\Connection,,class
Dom\AdjacentPosition,,class
cases,Dom\AdjacentPosition,static_method
from,Dom\AdjacentPosition,static_method
tryFrom,Dom\AdjacentPosition,static_method
DOMException,,class
__construct,DOMException,dynamic_method
getMessage,DOMException,dynamic_method
getCode,DOMException,dynamic_method
getFile,DOMException,dynamic_method
getLine,DOMException,dynamic_method
getTrace,DOMException,dynamic_method
getPrevious,DOMException,dynamic_method
getTraceAsString,DOMException,dynamic_method
dom\domexception,,class
__construct,dom\domexception,dynamic_method
getMessage,dom\domexception,dynamic_method
getCode,dom\domexception,dynamic_method
getFile,dom\domexception,dynamic_method
getLine,dom\domexception,dynamic_method
getTrace,dom\domexception,dynamic_method
getPrevious,dom\domexception,dynamic_method
getTraceAsString,dom\domexception,dynamic_method
DOMImplementation,,class
hasFeature,DOMImplementation,dynamic_method
createDocumentType,DOMImplementation,dynamic_method
createDocument,DOMImplementation,dynamic_method
Dom\Implementation,,class
createDocumentType,Dom\Implementation,dynamic_method
createDocument,Dom\Implementation,dynamic_method
createHTMLDocument,Dom\Implementation,dynamic_method
DOMNode,,class
appendChild,DOMNode,dynamic_method
C14N,DOMNode,dynamic_method
C14NFile,DOMNode,dynamic_method
cloneNode,DOMNode,dynamic_method
getLineNo,DOMNode,dynamic_method
getNodePath,DOMNode,dynamic_method
hasAttributes,DOMNode,dynamic_method
hasChildNodes,DOMNode,dynamic_method
insertBefore,DOMNode,dynamic_method
isDefaultNamespace,DOMNode,dynamic_method
isSameNode,DOMNode,dynamic_method
isEqualNode,DOMNode,dynamic_method
isSupported,DOMNode,dynamic_method
lookupNamespaceURI,DOMNode,dynamic_method
lookupPrefix,DOMNode,dynamic_method
normalize,DOMNode,dynamic_method
removeChild,DOMNode,dynamic_method
replaceChild,DOMNode,dynamic_method
contains,DOMNode,dynamic_method
getRootNode,DOMNode,dynamic_method
compareDocumentPosition,DOMNode,dynamic_method
Dom\Node,,class
getRootNode,Dom\Node,dynamic_method
hasChildNodes,Dom\Node,dynamic_method
normalize,Dom\Node,dynamic_method
cloneNode,Dom\Node,dynamic_method
isEqualNode,Dom\Node,dynamic_method
isSameNode,Dom\Node,dynamic_method
compareDocumentPosition,Dom\Node,dynamic_method
contains,Dom\Node,dynamic_method
lookupPrefix,Dom\Node,dynamic_method
lookupNamespaceURI,Dom\Node,dynamic_method
isDefaultNamespace,Dom\Node,dynamic_method
insertBefore,Dom\Node,dynamic_method
appendChild,Dom\Node,dynamic_method
replaceChild,Dom\Node,dynamic_method
removeChild,Dom\Node,dynamic_method
getLineNo,Dom\Node,dynamic_method
getNodePath,Dom\Node,dynamic_method
C14N,Dom\Node,dynamic_method
C14NFile,Dom\Node,dynamic_method
DOMNameSpaceNode,,class
Dom\NamespaceInfo,,class
DOMDocumentFragment,,class
__construct,DOMDocumentFragment,dynamic_method
appendXML,DOMDocumentFragment,dynamic_method
append,DOMDocumentFragment,dynamic_method
prepend,DOMDocumentFragment,dynamic_method
replaceChildren,DOMDocumentFragment,dynamic_method
appendChild,DOMDocumentFragment,dynamic_method
C14N,DOMDocumentFragment,dynamic_method
C14NFile,DOMDocumentFragment,dynamic_method
cloneNode,DOMDocumentFragment,dynamic_method
getLineNo,DOMDocumentFragment,dynamic_method
getNodePath,DOMDocumentFragment,dynamic_method
hasAttributes,DOMDocumentFragment,dynamic_method
hasChildNodes,DOMDocumentFragment,dynamic_method
insertBefore,DOMDocumentFragment,dynamic_method
isDefaultNamespace,DOMDocumentFragment,dynamic_method
isSameNode,DOMDocumentFragment,dynamic_method
isEqualNode,DOMDocumentFragment,dynamic_method
isSupported,DOMDocumentFragment,dynamic_method
lookupNamespaceURI,DOMDocumentFragment,dynamic_method
lookupPrefix,DOMDocumentFragment,dynamic_method
normalize,DOMDocumentFragment,dynamic_method
removeChild,DOMDocumentFragment,dynamic_method
replaceChild,DOMDocumentFragment,dynamic_method
contains,DOMDocumentFragment,dynamic_method
getRootNode,DOMDocumentFragment,dynamic_method
compareDocumentPosition,DOMDocumentFragment,dynamic_method
Dom\DocumentFragment,,class
appendXml,Dom\DocumentFragment,dynamic_method
append,Dom\DocumentFragment,dynamic_method
prepend,Dom\DocumentFragment,dynamic_method
replaceChildren,Dom\DocumentFragment,dynamic_method
querySelector,Dom\DocumentFragment,dynamic_method
querySelectorAll,Dom\DocumentFragment,dynamic_method
getRootNode,Dom\DocumentFragment,dynamic_method
hasChildNodes,Dom\DocumentFragment,dynamic_method
normalize,Dom\DocumentFragment,dynamic_method
cloneNode,Dom\DocumentFragment,dynamic_method
isEqualNode,Dom\DocumentFragment,dynamic_method
isSameNode,Dom\DocumentFragment,dynamic_method
compareDocumentPosition,Dom\DocumentFragment,dynamic_method
contains,Dom\DocumentFragment,dynamic_method
lookupPrefix,Dom\DocumentFragment,dynamic_method
lookupNamespaceURI,Dom\DocumentFragment,dynamic_method
isDefaultNamespace,Dom\DocumentFragment,dynamic_method
insertBefore,Dom\DocumentFragment,dynamic_method
appendChild,Dom\DocumentFragment,dynamic_method
replaceChild,Dom\DocumentFragment,dynamic_method
removeChild,Dom\DocumentFragment,dynamic_method
getLineNo,Dom\DocumentFragment,dynamic_method
getNodePath,Dom\DocumentFragment,dynamic_method
C14N,Dom\DocumentFragment,dynamic_method
C14NFile,Dom\DocumentFragment,dynamic_method
Dom\Document,,class
getElementsByTagName,Dom\Document,dynamic_method
getElementsByTagNameNS,Dom\Document,dynamic_method
createElement,Dom\Document,dynamic_method
createElementNS,Dom\Document,dynamic_method
createDocumentFragment,Dom\Document,dynamic_method
createTextNode,Dom\Document,dynamic_method
createCDATASection,Dom\Document,dynamic_method
createComment,Dom\Document,dynamic_method
createProcessingInstruction,Dom\Document,dynamic_method
importNode,Dom\Document,dynamic_method
adoptNode,Dom\Document,dynamic_method
createAttribute,Dom\Document,dynamic_method
createAttributeNS,Dom\Document,dynamic_method
getElementById,Dom\Document,dynamic_method
registerNodeClass,Dom\Document,dynamic_method
schemaValidate,Dom\Document,dynamic_method
schemaValidateSource,Dom\Document,dynamic_method
relaxNgValidate,Dom\Document,dynamic_method
relaxNgValidateSource,Dom\Document,dynamic_method
append,Dom\Document,dynamic_method
prepend,Dom\Document,dynamic_method
replaceChildren,Dom\Document,dynamic_method
importLegacyNode,Dom\Document,dynamic_method
querySelector,Dom\Document,dynamic_method
querySelectorAll,Dom\Document,dynamic_method
getRootNode,Dom\Document,dynamic_method
hasChildNodes,Dom\Document,dynamic_method
normalize,Dom\Document,dynamic_method
cloneNode,Dom\Document,dynamic_method
isEqualNode,Dom\Document,dynamic_method
isSameNode,Dom\Document,dynamic_method
compareDocumentPosition,Dom\Document,dynamic_method
contains,Dom\Document,dynamic_method
lookupPrefix,Dom\Document,dynamic_method
lookupNamespaceURI,Dom\Document,dynamic_method
isDefaultNamespace,Dom\Document,dynamic_method
insertBefore,Dom\Document,dynamic_method
appendChild,Dom\Document,dynamic_method
replaceChild,Dom\Document,dynamic_method
removeChild,Dom\Document,dynamic_method
getLineNo,Dom\Document,dynamic_method
getNodePath,Dom\Document,dynamic_method
C14N,Dom\Document,dynamic_method
C14NFile,Dom\Document,dynamic_method
DOMDocument,,class
__construct,DOMDocument,dynamic_method
createAttribute,DOMDocument,dynamic_method
createAttributeNS,DOMDocument,dynamic_method
createCDATASection,DOMDocument,dynamic_method
createComment,DOMDocument,dynamic_method
createDocumentFragment,DOMDocument,dynamic_method
createElement,DOMDocument,dynamic_method
createElementNS,DOMDocument,dynamic_method
createEntityReference,DOMDocument,dynamic_method
createProcessingInstruction,DOMDocument,dynamic_method
createTextNode,DOMDocument,dynamic_method
getElementById,DOMDocument,dynamic_method
getElementsByTagName,DOMDocument,dynamic_method
getElementsByTagNameNS,DOMDocument,dynamic_method
importNode,DOMDocument,dynamic_method
load,DOMDocument,dynamic_method
loadXML,DOMDocument,dynamic_method
normalizeDocument,DOMDocument,dynamic_method
registerNodeClass,DOMDocument,dynamic_method
save,DOMDocument,dynamic_method
loadHTML,DOMDocument,dynamic_method
loadHTMLFile,DOMDocument,dynamic_method
saveHTML,DOMDocument,dynamic_method
saveHTMLFile,DOMDocument,dynamic_method
saveXML,DOMDocument,dynamic_method
schemaValidate,DOMDocument,dynamic_method
schemaValidateSource,DOMDocument,dynamic_method
relaxNGValidate,DOMDocument,dynamic_method
relaxNGValidateSource,DOMDocument,dynamic_method
validate,DOMDocument,dynamic_method
xinclude,DOMDocument,dynamic_method
adoptNode,DOMDocument,dynamic_method
append,DOMDocument,dynamic_method
prepend,DOMDocument,dynamic_method
replaceChildren,DOMDocument,dynamic_method
appendChild,DOMDocument,dynamic_method
C14N,DOMDocument,dynamic_method
C14NFile,DOMDocument,dynamic_method
cloneNode,DOMDocument,dynamic_method
getLineNo,DOMDocument,dynamic_method
getNodePath,DOMDocument,dynamic_method
hasAttributes,DOMDocument,dynamic_method
hasChildNodes,DOMDocument,dynamic_method
insertBefore,DOMDocument,dynamic_method
isDefaultNamespace,DOMDocument,dynamic_method
isSameNode,DOMDocument,dynamic_method
isEqualNode,DOMDocument,dynamic_method
isSupported,DOMDocument,dynamic_method
lookupNamespaceURI,DOMDocument,dynamic_method
lookupPrefix,DOMDocument,dynamic_method
normalize,DOMDocument,dynamic_method
removeChild,DOMDocument,dynamic_method
replaceChild,DOMDocument,dynamic_method
contains,DOMDocument,dynamic_method
getRootNode,DOMDocument,dynamic_method
compareDocumentPosition,DOMDocument,dynamic_method
Dom\HTMLDocument,,class
createEmpty,Dom\HTMLDocument,static_method
createFromFile,Dom\HTMLDocument,static_method
createFromString,Dom\HTMLDocument,static_method
saveXml,Dom\HTMLDocument,dynamic_method
saveXmlFile,Dom\HTMLDocument,dynamic_method
saveHtml,Dom\HTMLDocument,dynamic_method
saveHtmlFile,Dom\HTMLDocument,dynamic_method
getElementsByTagName,Dom\HTMLDocument,dynamic_method
getElementsByTagNameNS,Dom\HTMLDocument,dynamic_method
createElement,Dom\HTMLDocument,dynamic_method
createElementNS,Dom\HTMLDocument,dynamic_method
createDocumentFragment,Dom\HTMLDocument,dynamic_method
createTextNode,Dom\HTMLDocument,dynamic_method
createCDATASection,Dom\HTMLDocument,dynamic_method
createComment,Dom\HTMLDocument,dynamic_method
createProcessingInstruction,Dom\HTMLDocument,dynamic_method
importNode,Dom\HTMLDocument,dynamic_method
adoptNode,Dom\HTMLDocument,dynamic_method
createAttribute,Dom\HTMLDocument,dynamic_method
createAttributeNS,Dom\HTMLDocument,dynamic_method
getElementById,Dom\HTMLDocument,dynamic_method
registerNodeClass,Dom\HTMLDocument,dynamic_method
schemaValidate,Dom\HTMLDocument,dynamic_method
schemaValidateSource,Dom\HTMLDocument,dynamic_method
relaxNgValidate,Dom\HTMLDocument,dynamic_method
relaxNgValidateSource,Dom\HTMLDocument,dynamic_method
append,Dom\HTMLDocument,dynamic_method
prepend,Dom\HTMLDocument,dynamic_method
replaceChildren,Dom\HTMLDocument,dynamic_method
importLegacyNode,Dom\HTMLDocument,dynamic_method
querySelector,Dom\HTMLDocument,dynamic_method
querySelectorAll,Dom\HTMLDocument,dynamic_method
getRootNode,Dom\HTMLDocument,dynamic_method
hasChildNodes,Dom\HTMLDocument,dynamic_method
normalize,Dom\HTMLDocument,dynamic_method
cloneNode,Dom\HTMLDocument,dynamic_method
isEqualNode,Dom\HTMLDocument,dynamic_method
isSameNode,Dom\HTMLDocument,dynamic_method
compareDocumentPosition,Dom\HTMLDocument,dynamic_method
contains,Dom\HTMLDocument,dynamic_method
lookupPrefix,Dom\HTMLDocument,dynamic_method
lookupNamespaceURI,Dom\HTMLDocument,dynamic_method
isDefaultNamespace,Dom\HTMLDocument,dynamic_method
insertBefore,Dom\HTMLDocument,dynamic_method
appendChild,Dom\HTMLDocument,dynamic_method
replaceChild,Dom\HTMLDocument,dynamic_method
removeChild,Dom\HTMLDocument,dynamic_method
getLineNo,Dom\HTMLDocument,dynamic_method
getNodePath,Dom\HTMLDocument,dynamic_method
C14N,Dom\HTMLDocument,dynamic_method
C14NFile,Dom\HTMLDocument,dynamic_method
Dom\XMLDocument,,class
createEmpty,Dom\XMLDocument,static_method
createFromFile,Dom\XMLDocument,static_method
createFromString,Dom\XMLDocument,static_method
createEntityReference,Dom\XMLDocument,dynamic_method
validate,Dom\XMLDocument,dynamic_method
xinclude,Dom\XMLDocument,dynamic_method
saveXml,Dom\XMLDocument,dynamic_method
saveXmlFile,Dom\XMLDocument,dynamic_method
getElementsByTagName,Dom\XMLDocument,dynamic_method
getElementsByTagNameNS,Dom\XMLDocument,dynamic_method
createElement,Dom\XMLDocument,dynamic_method
createElementNS,Dom\XMLDocument,dynamic_method
createDocumentFragment,Dom\XMLDocument,dynamic_method
createTextNode,Dom\XMLDocument,dynamic_method
createCDATASection,Dom\XMLDocument,dynamic_method
createComment,Dom\XMLDocument,dynamic_method
createProcessingInstruction,Dom\XMLDocument,dynamic_method
importNode,Dom\XMLDocument,dynamic_method
adoptNode,Dom\XMLDocument,dynamic_method
createAttribute,Dom\XMLDocument,dynamic_method
createAttributeNS,Dom\XMLDocument,dynamic_method
getElementById,Dom\XMLDocument,dynamic_method
registerNodeClass,Dom\XMLDocument,dynamic_method
schemaValidate,Dom\XMLDocument,dynamic_method
schemaValidateSource,Dom\XMLDocument,dynamic_method
relaxNgValidate,Dom\XMLDocument,dynamic_method
relaxNgValidateSource,Dom\XMLDocument,dynamic_method
append,Dom\XMLDocument,dynamic_method
prepend,Dom\XMLDocument,dynamic_method
replaceChildren,Dom\XMLDocument,dynamic_method
importLegacyNode,Dom\XMLDocument,dynamic_method
querySelector,Dom\XMLDocument,dynamic_method
querySelectorAll,Dom\XMLDocument,dynamic_method
getRootNode,Dom\XMLDocument,dynamic_method
hasChildNodes,Dom\XMLDocument,dynamic_method
normalize,Dom\XMLDocument,dynamic_method
cloneNode,Dom\XMLDocument,dynamic_method
isEqualNode,Dom\XMLDocument,dynamic_method
isSameNode,Dom\XMLDocument,dynamic_method
compareDocumentPosition,Dom\XMLDocument,dynamic_method
contains,Dom\XMLDocument,dynamic_method
lookupPrefix,Dom\XMLDocument,dynamic_method
lookupNamespaceURI,Dom\XMLDocument,dynamic_method
isDefaultNamespace,Dom\XMLDocument,dynamic_method
insertBefore,Dom\XMLDocument,dynamic_method
appendChild,Dom\XMLDocument,dynamic_method
replaceChild,Dom\XMLDocument,dynamic_method
removeChild,Dom\XMLDocument,dynamic_method
getLineNo,Dom\XMLDocument,dynamic_method
getNodePath,Dom\XMLDocument,dynamic_method
C14N,Dom\XMLDocument,dynamic_method
C14NFile,Dom\XMLDocument,dynamic_method
DOMNodeList,,class
count,DOMNodeList,dynamic_method
getIterator,DOMNodeList,dynamic_method
item,DOMNodeList,dynamic_method
Dom\NodeList,,class
count,Dom\NodeList,dynamic_method
getIterator,Dom\NodeList,dynamic_method
item,Dom\NodeList,dynamic_method
DOMNamedNodeMap,,class
getNamedItem,DOMNamedNodeMap,dynamic_method
getNamedItemNS,DOMNamedNodeMap,dynamic_method
item,DOMNamedNodeMap,dynamic_method
count,DOMNamedNodeMap,dynamic_method
getIterator,DOMNamedNodeMap,dynamic_method
Dom\NamedNodeMap,,class
item,Dom\NamedNodeMap,dynamic_method
getNamedItem,Dom\NamedNodeMap,dynamic_method
getNamedItemNS,Dom\NamedNodeMap,dynamic_method
count,Dom\NamedNodeMap,dynamic_method
getIterator,Dom\NamedNodeMap,dynamic_method
Dom\DtdNamedNodeMap,,class
item,Dom\DtdNamedNodeMap,dynamic_method
getNamedItem,Dom\DtdNamedNodeMap,dynamic_method
getNamedItemNS,Dom\DtdNamedNodeMap,dynamic_method
count,Dom\DtdNamedNodeMap,dynamic_method
getIterator,Dom\DtdNamedNodeMap,dynamic_method
Dom\HTMLCollection,,class
item,Dom\HTMLCollection,dynamic_method
namedItem,Dom\HTMLCollection,dynamic_method
count,Dom\HTMLCollection,dynamic_method
getIterator,Dom\HTMLCollection,dynamic_method
DOMCharacterData,,class
appendData,DOMCharacterData,dynamic_method
substringData,DOMCharacterData,dynamic_method
insertData,DOMCharacterData,dynamic_method
deleteData,DOMCharacterData,dynamic_method
replaceData,DOMCharacterData,dynamic_method
replaceWith,DOMCharacterData,dynamic_method
remove,DOMCharacterData,dynamic_method
before,DOMCharacterData,dynamic_method
after,DOMCharacterData,dynamic_method
appendChild,DOMCharacterData,dynamic_method
C14N,DOMCharacterData,dynamic_method
C14NFile,DOMCharacterData,dynamic_method
cloneNode,DOMCharacterData,dynamic_method
getLineNo,DOMCharacterData,dynamic_method
getNodePath,DOMCharacterData,dynamic_method
hasAttributes,DOMCharacterData,dynamic_method
hasChildNodes,DOMCharacterData,dynamic_method
insertBefore,DOMCharacterData,dynamic_method
isDefaultNamespace,DOMCharacterData,dynamic_method
isSameNode,DOMCharacterData,dynamic_method
isEqualNode,DOMCharacterData,dynamic_method
isSupported,DOMCharacterData,dynamic_method
lookupNamespaceURI,DOMCharacterData,dynamic_method
lookupPrefix,DOMCharacterData,dynamic_method
normalize,DOMCharacterData,dynamic_method
removeChild,DOMCharacterData,dynamic_method
replaceChild,DOMCharacterData,dynamic_method
contains,DOMCharacterData,dynamic_method
getRootNode,DOMCharacterData,dynamic_method
compareDocumentPosition,DOMCharacterData,dynamic_method
Dom\CharacterData,,class
substringData,Dom\CharacterData,dynamic_method
appendData,Dom\CharacterData,dynamic_method
insertData,Dom\CharacterData,dynamic_method
deleteData,Dom\CharacterData,dynamic_method
replaceData,Dom\CharacterData,dynamic_method
remove,Dom\CharacterData,dynamic_method
before,Dom\CharacterData,dynamic_method
after,Dom\CharacterData,dynamic_method
replaceWith,Dom\CharacterData,dynamic_method
getRootNode,Dom\CharacterData,dynamic_method
hasChildNodes,Dom\CharacterData,dynamic_method
normalize,Dom\CharacterData,dynamic_method
cloneNode,Dom\CharacterData,dynamic_method
isEqualNode,Dom\CharacterData,dynamic_method
isSameNode,Dom\CharacterData,dynamic_method
compareDocumentPosition,Dom\CharacterData,dynamic_method
contains,Dom\CharacterData,dynamic_method
lookupPrefix,Dom\CharacterData,dynamic_method
lookupNamespaceURI,Dom\CharacterData,dynamic_method
isDefaultNamespace,Dom\CharacterData,dynamic_method
insertBefore,Dom\CharacterData,dynamic_method
appendChild,Dom\CharacterData,dynamic_method
replaceChild,Dom\CharacterData,dynamic_method
removeChild,Dom\CharacterData,dynamic_method
getLineNo,Dom\CharacterData,dynamic_method
getNodePath,Dom\CharacterData,dynamic_method
C14N,Dom\CharacterData,dynamic_method
C14NFile,Dom\CharacterData,dynamic_method
DOMAttr,,class
__construct,DOMAttr,dynamic_method
isId,DOMAttr,dynamic_method
